"BHO","H21","2 Bilston Terrace","LLanbadarn Fawr","Aberystwyth","Ceredigion","SY23 3RL"," ","","Furnished","Managed","Assured Shorthold","30/11/1999","30/08/1999","","","","","","","","","","","",
"BHO","H2B","Basement Flat","5 Padarn Terrace","LLanbadarn Fawr","Aberystwyth SY23","3RG."," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"BHO","H2M","Maisonette","5,Padarn Terrace","LLanbadarn Fawr","Aberystwyth","SY23 3RG"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"BHO","H3","Y Beudy","6 LLys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"BHO","H6","Y Rhod","1 Llys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"BIGJOE","33SOUT","33 South Road","Aberystwyth","Ceredigion","","SY23 1JW"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"BIGJOE","AVOND","Avondale ","13 Marine Terrace","Aberystwyth ","","SY23 2AZ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"BIRCH","22MM","22 Maes Mawr","Llanbadarn Fawr","Aberystwyth","","Sy23 3RW"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"BR","12QS","12 Queens Street","Aberystwyth","","","Sy23 1PU"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"BUTLER","B2","8 Custom House Street","Aberystwyth","Ceredigion","","SY23 1JR","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"BUTLER","B2A","6 Custom House Street","Aberystwyth","Ceredigion","","SY23 1JR","","","Furnished","Managed","","","","","","","","","","","","","","",
"CARLEV","12PORT","12 Portland Road","Aberystwyth","","","SY23 2NL"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"CHILDS","13ALEX","13 Alexandra Road ","","","Aberystwyth","SY23 1LN"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"CHILDS","64CAM","64 Cambrian Street","Aberystwyth","","","SY23 1NZ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"CL","43BC","43 Bryncastell","Bow Street","Aberystwyth","","Sy24 5DE"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"CMDAVI","15GREE","15 Green Gardens","Trefechan","Aberystwyth","","SY23 1BB"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DABA","2BWLCH","2 Bwlch Y Gwynt","Llanrhystud","Ceredigion","","SY23 5EH"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DEANNA","23CLOS","23 MaesCrugiau","Aberystwyth","","","SY23 4PP"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DEANNA","35LLA","35 Llys Ardwyn","Bryn Ardwyn","Aberystwyth","","SY23 1EE"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DEANNA","3PANTY","3 Pantyderwen","Llandre","Bow Street","Aberystwyth","SY24 5BT"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DEANNA","PORTHC","Porthceiro","Llanbadarn Fawr","Aberystwyth","","SY23 3HW"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DH","13GS","13 Glan Seilo","Penrhyncoch","","","SY23 3TW"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DH","5FYM","5 Felin Y Mor Road","Trefechan","Aberystwyth","","SY23 1BS"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DH","5PC","5 Pen Y Cei","Felin Y Mor Road","Trefechan","Aberystwyth","Sy231BS"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DH","8DHH","8 Dol Helyg","Penrhyncoch","Aberystwyth","","SY23 3GZ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DL","5CP","5 Cambrian Place","Aberystwyth","","","SY23 1NT"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DL","6PS","6 Powell Street","Aberystwyth","","","Sy23 1QQ"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"DP","11HA","11 Heol Alun","Waunfawr","Aberystwyth","","Sy23 3BB"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"DSCHI","2TH","2 Ty Talbot","Market Street","Aberystwyth","","Sy23 1DL"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"DSJ","14PR","14 Portland Road","Aberystwyth","","","SY23 2NL"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"DSJ","35HS","35 High Street","Aberystwyth","","","Sy23 1JG"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"ED2","E1B","Basement Flat","10 North Road","Aberystwyth","Dyfed","SY23 2EL","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"ED2","E1M","Middle Flat","10 North Road","Aberystwyth","","SY23 2EL","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"ED2","E1T","Top Floor Flat","10 North Road","Aberystwyth","","SY23 2EL","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"ED2","E3G","Ground Floor Flat","Hillside","Penglais Road","Aberystwyth","SY23 2EU","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"ED2","E3M","Flat 2","Hillside","Penglais Road","Aberystwyth","SY23 2EU","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"ED2","E3T","Flat 3","Hillside","Penglais Road","Aberystwyth","SY23 2EU","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","13SKIN","13 Skinner Street","Aberystwyth","","","SY23 2JU"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"EDWARD","24MH","24 Maesheli","Penparcau","Aberystwyth","","SY23 1TA"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"EDWARD","E28M","28 Minyddol","Penparcau","Aberystwyth","","SY23 1RG","","","Furnished","Managed","Assured Shorthold","","16/10/2002","","","","","","","","","","","",
"EDWARD","E2G","Ground Floor Flat","18 Queen's Road","Aberystwyth","","SY23 2HJ","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","E2M","Middle Flat","18 Queen's Road","Aberystwyth","","SY23 2HJ","","","Furnished","","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","E2T","Top Flat","18 Queen's Road","Aberystwyth","","SY23 2HJ","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","E3B","3 Blue Gardens","Mill Street","Aberystwyth","SY23","1JE.","","","Furnished","Managed","Assured Shorthold","18/09/1999","18/09/1998","","","","","","","","","","","",
"EDWARD","E4","1 Cathedral View","LLangawsai","LLanbadarn Road","Aberystywth","SY23 1HH","","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","E5","5 Beehive Terrace","Trefechan","Aberystwyth","Dyfed","SY23 1BW"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"EDWARD","MC12SR","","","","",""," ","","Furnished","Managed","","","","","","","","","","","","","","",
"EDWARI","19PS","Flat 1","19 Pier Street","Aberystwyth","","Sy23 2LJ"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"EDWARI","1CC","1 Ty Ceredig","Clos Gwilym","Llanbadarn Fawr","","SY23 3GN"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"EDWARI","E14TP","14 Tremafon","Penparcau","Aberystwyth","","SY23 1SP"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"EDWARI","E2TP","2 Tremafon","Penparcau","Aberystwyth","","SY23 1SP"," ","","Furnished","Managed","Assured Shorthold","24/11/2003","24/11/2003","","","","","","","","","","","",
"EDWARI","NCINN","New Cross Flat","(Manager's Accomodation)","New Cross","Aberystwyth","SY23 4LY"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"ELIAS","E12","2 The Terrace","LLanfarian","Aberystwyth","Ceredigion","SY23 4UF"," ","","Furnished","Managed","Assured Shorthold","04/12/1999","04/09/1999","","","","","","","","","","","",
"EM","16QS","Arwelfa ","16 Queens Street","Aberystwyth","","Sy23 1PU"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"EMADJ","HENDR","Hendre","Bwlchllan ","Lampeter ","Ceredigion","SA48 8QG "," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"EVANWM","E10","12 Stanley Road","Aberystwyth","Dyfed","","SY23 1LS"," ","","Furnished","Managed","Assured Shorthold","07/08/1999","07/05/1996","","","","","","","","","","","",
"GAR","GARAG1","Garage","Bridgend","","",""," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GAVROB","GAV","Afallon","Loveden Road","Aberystwyth","","SY23 2ED"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GB","21GL","21 Ger Y Llan","Penrhyncoch","","","SY23 3HQ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GB","22GL","22 Glanceulan","Penrhyncoch","","","SY23 3HF"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GL","CF","Flat above Cam Forge","","Mill Street","Aberystwyth","SY23 1HZ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GLENME","72CAM","72 Cambrian Street","Aberystwyth","","","SY23 1NZ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GLENME","7TERRA","7 Terrace Road","Aberystwyth","","","SY23 1NY"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"GMML","2MIN","2 Minffordd","Penrhyncoch","Aberystwyth","","SY23 3EP"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"GOODWI","WAVE","Waverley","18 South Road","Aberystwyth","","Sy23 1JL"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"GREENE","G1C","3 Caradog Road","Aberystwyth","Ceredigion","","SY23 2LA","","","UnFurnished","Managed","Assured Shorthold","01/01/2003","01/01/2003","","","","","","","","","","","",
"GREENE","G2","8 Gwel Rheidol","Penparcau","Aberystwyth","","SY23 1SW","","","UnFurnished","Managed","Assured Shorthold","10/05/2004","10/05/2004","","","","","","","","","","","",
"GW","10GS","10 George Street","Aberystwyth","","","Sy23 1QG"," ","","UnFurnished","Managed","","","","","","","","","","","","","","",
"H4H","29CWRT","29, Cwrt y Brenin","Ffos y Ffin","Aberaeron.","","SA46 0HU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","30CWRT","30, Cwrt y Brenin","Ffos y ffin","Aberaeron","","SA46 0HU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","31CWRT","31, Cwrt y Brenin","Ffos y ffin","Aberaeron","","SA46 0HU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","32CWRT","32, Cwrt y Brenin","Ffos y ffin","Aberaeron","","SA46 0HU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","35MC","35 Maesceinion","Waunfawr","Aberystwyth","","SY23 3QQ"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","OKUNOL","","","","",""," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"H4H","RHOSLA","RHOSLAN","BOW STREET","ABERYSTWYTH","","SY24 5BA"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HEATH","6CD","6 Clos Deiniol","Aberystwyth","","","Sy23 3TX"," ","","UnFurnished","Managed","","","","","","","","","","","","","","",
"HEATH","H17","31 Maescrugiau","Southgate","Rhydyfelin","Aberystwyth","SY23 4PP","","","UnFurnished","Managed","Assured Shorthold","01/01/2000","01/07/1999","","","","","","","","","","","",
"HELEW","8PARAV","8 Park Avenue ","Aberystwyth","Ceredigion ","","SY23 1PF"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HELEW2","BRV","Brynhaul Villa","Llanbadarn Fawr ","Aberystwyth ","","SY23 3SL"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HEULMD","2BRYNP","2 Bryn Place","Penparcau","Aberystwyth","","SY23 1RP"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HISTOR","2POWHI","2 PowHistoric","","","",""," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HISTOR","4FELDF","4 Felindre Historic","","","",""," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HISTOR","ALBERT","Albert Place historic","","","",""," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HISTOR","WAVEHI","WaverleyHistoric","","","",""," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HT","38QS","38 Queens Street","Aberystwyth","","","SY23 1PU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HT","4WS","4 William Street","Aberystwyth","","","SY23 1QF"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HT","GFPH","Ground Floor Flat","Phoenix House","6 Cliff Terrace","Aberystwyth","SY23 2DN"," ","","UnFurnished","Managed","","","","","","","","","","","","","","",
"HT","PH","Phoenix House","6 Cliff Terrace","Aberystwyth","","SY23 2DN "," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HUGHE2","PBR","Penbrynrhodyn","Llanbadarn Fawr","Aberystwyth","","SY23 3SU"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HUGHES","4LG","Ysgubor, ","Waunfawr","Aberystwyth","","SY23 3NH"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HUGHES","CYL","2 Cysgod Y Llan","Southgate","Aberystwyth","","Sy23 1RY"," ","","UnFurnished","Managed","<None>","","","","","","","","","","","","","",
"HUGHES","GARAGE","Garage","Bridgend","","",""," ","","UnFurnished","Managed","","","","","","","","","","","","","","",
"HUGHES","H5","Pentre LLoi","5 LLys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"HUGHES","H7","Y Storfa","2 LLys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"HUGHES","H8","Y Stable","3 LLys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"HUGHES","H9","Y Sgubor","4 LLys Gwyneth","Waun Fawr","Aberystwyth","SY23 3NH"," ","","Furnished","Managed","Assured Shorthold","","","","","","","","","","","","","",
"HUWS","5TYG","5 Ty Glyndwr","Riverside Terrace","Aberystwyth","Ceredigion","SY23 1AB"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"HUWS","ARFRYN","Arfryn","Pwllhobi","Llanbadarn Fawr","","SY23 3SX"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"IPJ","RHG","Rhoshelyg","Llanon","Ceredigion","","SY23 5LA"," ","","Furnished","Managed","","","","","","","","","","","","","","",
"JANEOW","29EDGE","29 Edgehill Road","Aberystwyth","","","SY23 1LZ"," ","Residential","Furnished","Managed","Short Assured Tenancy","04/06/2017","04/06/2017","","","","","","","","","","","",
"JBOURN","6SGT","F1 6 St Georges Tce","Llanbadarn","Aberystwyth","","SY23 1HE"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JBOURN","6SGT2","F2 6 St Georges Tce","Llanbadarn","Aberystwyth","","SY23 1HE"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JD","15BS","Ground Floor Flat","15 Bath Street","Aberystwyth","","SY23 2NN "," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JD","M15B","Middle Flat","15 Bath Street","Aberystwyth","","SY23 2NN"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JD","T15B","Top Flat","15 Bath Street","Aberystwyth","Ceredigion","SY23 2NN"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JDAV2","30HGST","30 High Street","Aberystwyth","","","SY23 1JG"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JFENTO","14AGRS","14A Greenfield Street","Aberystwyth","Ceredigion","","SY23 1PJ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JFENTO","14BGRS","14B Greenfield Street","Aberystwyth","Ceredigion ","","SY23 1PJ"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JLJ","BRON","Bronhaul","New Cross","Sy23 4JT","",""," ","","Furnished","Managed","","","","","","","","","","","","","","",
"JLJ","TREGIS","Tregynan Isaf","Llanrhystud","Ceredigion ","","SY23 5DW"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JLJ","WEIRG","Weirglodd","Llanarth","Ceredigion","","SA47 0RS"," ","","Furnished","Managed","<None>","","","","","","","","","","","","","",
"JONESD","J11","Holmside","10 LLanbadarn Road","Aberystwyth","Ceredigion","SY23 1EJ","","","Furnished","","Assured Shorthold","25/06/1999","25/03/1997","","","","","","","","","","","",
"JT","74RHOS","74 Rhoshendre","Waunfawr","Aberystwyth","","SY23 3PX"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"JT2","1WT","1 Wesley Terrace","Taliesin","Machynlleth","","SY20 8JQ"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KATROL","TROEDY","Troed y Bryn","Penygraig","Llanbadarn Fawr","Aberystwyth","SY23 3SG"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KELLY","23MC","23 Maesceinion","Waunfawr","Aberystwyth","","Sy23 3QQ"," ","","Furnished","","","","","","","","","","","","","","","",
"KF","22PORT","22 Portland Road","Aberystwyth","","","SY23 2NL"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KHAU","36NP1","Flat 1","36, North Parade","Aberystwyth","","SY23 2NF"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KHAU","36NP2","Flat 2","36, North Parade","Aberystwyth","","SY23 2NF"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KHAU","36NP3","Flat 3","36, North Parade","Aberystwyth","","SY23 2NF"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KHAU","36NP4","Flat 4","36, North Parade","Aberystwyth","","SY23 2NF"," ","","Furnished","","<None>","","","","","","","","","","","","","",
"KHAU","36NP5","Flat 5","36, North Parade","Aberystwyth","","SY23 2NF"," ","","Furnished","","<None>","","","","","","","","","","","","","",
